payment_id,order_id,payment_type,payment_status,payment_value
PAY02901,O02901,Debit Card,paid,64543.43
PAY02902,O02902,Cash on Delivery,pending,29842.08
PAY02903,O02903,Cash on Delivery,paid,187373.82
PAY02904,O02904,Credit Card,failed,78775.56
PAY02905,O02905,UPI,paid,19784.4
PAY02906,O02906,UPI,paid,0.0
PAY02907,O02907,Debit Card,paid,83071.08
PAY02908,O02908,UPI,paid,20046.32
PAY02909,O02909,UPI,paid,83584.66
PAY02910,O02910,Net Banking,paid,73848.4
PAY02911,O02911,Credit Card,paid,0.0
PAY02912,O02912,UPI,failed,21949.25
PAY02913,O02913,Debit Card,paid,184241.37
PAY02914,O02914,Cash on Delivery,paid,39215.55
PAY02915,O02915,UPI,paid,65143.83
PAY02916,O02916,UPI,paid,61134.76
PAY02917,O02917,Cash on Delivery,paid,0.0
PAY02918,O02918,Net Banking,paid,27566.58
PAY02919,O02919,Credit Card,paid,97511.4
PAY02920,O02920,Net Banking,paid,110177.98
PAY02921,O02921,Debit Card,paid,0.0
PAY02922,O02922,UPI,paid,86934.69
PAY02923,O02923,Net Banking,paid,53897.22
PAY02924,O02924,Credit Card,paid,57431.28
PAY02925,O02925,Debit Card,paid,52641.08
PAY02926,O02926,Net Banking,paid,119149.63
PAY02927,O02927,UPI,paid,36489.62
PAY02928,O02928,Credit Card,paid,6931.28
PAY02929,O02929,UPI,paid,108999.57
PAY02930,O02930,UPI,paid,61103.58
PAY02931,O02931,Debit Card,failed,36924.2
PAY02932,O02932,Credit Card,paid,43985.28
PAY02933,O02933,Cash on Delivery,paid,43429.22
PAY02934,O02934,UPI,paid,2833.04
PAY02935,O02935,Credit Card,paid,0.0
PAY02936,O02936,UPI,paid,0.0
PAY02937,O02937,Net Banking,paid,0.0
PAY02938,O02938,Net Banking,paid,10917.06
PAY02939,O02939,Credit Card,paid,41184.98
PAY02940,O02940,Debit Card,paid,0.0
PAY02941,O02941,Cash on Delivery,failed,62061.74
PAY02942,O02942,Net Banking,paid,19860.62
PAY02943,O02943,Debit Card,paid,45164.4
PAY02944,O02944,Cash on Delivery,paid,39293.82
PAY02945,O02945,Net Banking,paid,108635.7
PAY02946,O02946,Cash on Delivery,paid,100979.75
PAY02947,O02947,UPI,paid,1627.61
PAY02948,O02948,Credit Card,failed,23770.36
PAY02949,O02949,Net Banking,failed,0.0
PAY02950,O02950,Net Banking,paid,71834.61
PAY02951,O02951,UPI,paid,57750.28
PAY02952,O02952,Net Banking,paid,79076.1
PAY02953,O02953,Net Banking,paid,24553.29
PAY02954,O02954,Net Banking,paid,803.62
PAY02955,O02955,Net Banking,paid,15799.12
PAY02956,O02956,Net Banking,paid,0.0
PAY02957,O02957,Debit Card,paid,20367.86
PAY02958,O02958,Net Banking,paid,134507.45
PAY02959,O02959,UPI,paid,57404.33
PAY02960,O02960,Net Banking,paid,77259.3
PAY02961,O02961,Cash on Delivery,failed,0.0
PAY02962,O02962,Cash on Delivery,paid,72057.25
PAY02963,O02963,UPI,paid,52879.78
PAY02964,O02964,Debit Card,paid,56630.14
PAY02965,O02965,UPI,paid,66602.88
PAY02966,O02966,Debit Card,paid,39669.99
PAY02967,O02967,Credit Card,paid,45823.96
PAY02968,O02968,Cash on Delivery,paid,8845.28
PAY02969,O02969,Cash on Delivery,paid,25880.84
PAY02970,O02970,Cash on Delivery,pending,6390.16
PAY02971,O02971,Debit Card,paid,74205.71
PAY02972,O02972,UPI,pending,10261.27
PAY02973,O02973,Debit Card,pending,131130.79
PAY02974,O02974,Cash on Delivery,paid,79985.15
PAY02975,O02975,Cash on Delivery,failed,35794.82
PAY02976,O02976,Cash on Delivery,paid,151307.28
PAY02977,O02977,Cash on Delivery,paid,1607.24
PAY02978,O02978,Credit Card,paid,83007.0
PAY02979,O02979,Cash on Delivery,failed,111414.68
PAY02980,O02980,Debit Card,paid,2542.26
PAY02981,O02981,Cash on Delivery,paid,4616.22
PAY02982,O02982,Net Banking,paid,16368.86
PAY02983,O02983,Credit Card,pending,41232.57
PAY02984,O02984,Cash on Delivery,paid,0.0
PAY02985,O02985,Net Banking,paid,8841.52
PAY02986,O02986,Debit Card,paid,99671.0
PAY02987,O02987,Credit Card,paid,46209.36
PAY02988,O02988,Cash on Delivery,paid,0.0
PAY02989,O02989,Debit Card,paid,0.0
PAY02990,O02990,Net Banking,paid,7134.2
PAY02991,O02991,Credit Card,paid,85881.0
PAY02992,O02992,Cash on Delivery,paid,84658.58
PAY02993,O02993,Debit Card,paid,0.0
PAY02994,O02994,Credit Card,paid,116496.13
PAY02995,O02995,Net Banking,paid,40057.76
PAY02996,O02996,Cash on Delivery,paid,56598.03
PAY02997,O02997,Credit Card,paid,155616.77
PAY02998,O02998,Net Banking,paid,0.0
PAY02999,O02999,Net Banking,paid,17406.38
PAY03000,O03000,Debit Card,paid,0.0
